"","V1","V2","V3"
"head","EcoStructure","UTM east lower left","UTM north lower left"
"","0","661000","4480000"
"","0.0040894392647012","662000","4480000"
"","0.029408890192207","662000","4481000"
"","8.87667649661809e-05","663000","4477000"
"","0","663000","4478000"
"","0","663000","4479000"
"","0","663000","4480000"
"","0","663000","4481000"
"","0","663000","4482000"
"","0","663000","4483000"
"","0.0044013603445744","663000","4484000"
"","0.0229738750025185","663000","4485000"
"","0.106119002686734","663000","4486000"
"","0.000132961866684151","664000","4477000"
"","0.00014479999613762","664000","4478000"
"","0","664000","4479000"
"","0","664000","4480000"
"","0","664000","4481000"
"","0.000562829985618589","664000","4482000"
"","0","664000","4483000"
"","0.00213734995031357","664000","4484000"
"","0.00566391987729075","664000","4485000"
"","0.058608779458284","664000","4486000"
"","0","664000","4487000"
"","0","665000","4476000"
"","0.000135448975477972","665000","4477000"
"","0","665000","4478000"
"","0.00697648983669278","665000","4479000"
"","0.0512940288138391","665000","4480000"
"","0.141024906824588","665000","4481000"
"","0.000105259996652603","665000","4482000"
"","0","665000","4483000"
"","1.40999994277954e-05","665000","4484000"
"","0.102543707666874","665000","4485000"
"","0.0413609790608882","665000","4486000"
"","0.0875901958208931","665000","4487000"
"","0","666000","4477000"
"","0","666000","4478000"
"","1.18999998569489e-05","666000","4479000"
"","0.0109974097342492","666000","4480000"
"","0.0260915894005298","666000","4481000"
"","4.25999989509586e-05","666000","4482000"
"","0.0402798490822315","666000","4483000"
"","0.0060139658738139","666000","4484000"
"","0.00065713998603821","666000","4485000"
"","0.0513271588406565","666000","4486000"
"","0","666000","4487000"
"","0","667000","4477000"
"","0.0028152399353981","667000","4478000"
"","0","667000","4479000"
"","0.0155946796512604","667000","4480000"
"","0.000361329992294312","667000","4481000"
"","0.0211841195456981","667000","4482000"
"","0.0744448983259201","667000","4483000"
"","0.114531857457161","667000","4484000"
"","0","667000","4485000"
"","0.0308531720344316","667000","4486000"
"","0","667000","4487000"
"","0","668000","4476000"
"","0","668000","4477000"
"","1.66199998855592e-05","668000","4478000"
"","0.0441951390099527","668000","4479000"
"","0","668000","4480000"
"","0.0238912294380664","668000","4481000"
"","0.0201544795386793","668000","4482000"
"","0.00447406988334658","668000","4483000"
"","2.47000002861024e-06","668000","4484000"
"","0","668000","4485000"
"","0.0453925188251241","668000","4486000"
"","0","669000","4476000"
"","0.0115208698111205","669000","4477000"
"","0","669000","4478000"
"","0.000183005223734394","669000","4479000"
"","0","669000","4480000"
"","0.00359841900381937","669000","4481000"
"","0","669000","4482000"
"","0.00040595072040452","669000","4483000"
"","0","669000","4484000"
"","0","669000","4485000"
"","0.0828374017740393","669000","4486000"
"","0","670000","4480000"
"","0","670000","4481000"
