"","V1","V2","V3"
"head","EcoStructure","UTM east lower left","UTM north lower left"
"","1.61390056368025","393000","3281000"
"","3.79526593806988","393000","3282000"
"","10.727141864402","394000","3279000"
"","6.29875404805073","394000","3280000"
"","1.7164533423411","394000","3281000"
"","4.51940908185416","394000","3282000"
"","7.83748183358195","394000","3283000"
"","8.98603738520302","394000","3284000"
"","13.0809249364158","394000","3285000"
"","10.7602792865851","394000","3286000"
"","12.7715987518322","394000","3287000"
"","7.77981933865464","394000","3288000"
"","7.57895827371629","395000","3279000"
"","7.89444015370178","395000","3280000"
"","4.94960636987514","395000","3281000"
"","1.40707439869799","395000","3282000"
"","5.44019753795153","395000","3283000"
"","6.2058787716442","395000","3284000"
"","9.43083652001972","395000","3285000"
"","9.3417416714084","395000","3286000"
"","13.5637268476396","395000","3287000"
"","6.37574697203955","395000","3288000"
"","0","395000","3289000"
"","2.92444320978598","396000","3279000"
"","5.96289636656669","396000","3280000"
"","5.37384778015628","396000","3281000"
"","0.882904830175151","396000","3282000"
"","1.95150781656222","396000","3283000"
"","10.9354092148539","396000","3284000"
"","11.9767097724334","396000","3285000"
"","9.10458717634146","396000","3286000"
"","6.42828703589444","396000","3287000"
"","3.83721056632145","396000","3288000"
"","0","396000","3289000"
"","8.09517700385447","397000","3279000"
"","3.21673762819094","397000","3280000"
"","2.56277356297539","397000","3281000"
"","0.362135161946901","397000","3282000"
"","5.30052357204336","397000","3283000"
"","6.10128324447601","397000","3284000"
"","11.2128336197344","397000","3285000"
"","13.1635131364442","397000","3286000"
"","7.5460595714391","397000","3287000"
"","0.878289072737298","397000","3288000"
"","0.180269843831123","397000","3289000"
"","7.76765072513967","398000","3276000"
"","8.38937318517918","398000","3277000"
"","5.33872517020972","398000","3278000"
"","0.693711597646694","398000","3279000"
"","4.70216702831661","398000","3280000"
"","3.41973888358552","398000","3281000"
"","3.8232659847619","398000","3282000"
"","7.00694308354917","398000","3283000"
"","13.2517773141119","398000","3284000"
"","10.2832834790074","398000","3285000"
"","12.0385756408803","398000","3286000"
"","7.72983359717809","398000","3287000"
"","8.87651714143077","398000","3288000"
"","7.50214559029277","398000","3289000"
"","9.12394691443267","398000","3290000"
"","6.60169567208366","398000","3291000"
"","6.93882320684006","399000","3274000"
"","5.53415495120614","399000","3275000"
"","7.88905851807607","399000","3276000"
"","5.47073185786706","399000","3277000"
"","6.99607060139137","399000","3278000"
"","6.90008264594227","399000","3279000"
"","7.99296454133897","399000","3280000"
"","6.40222518661437","399000","3281000"
"","8.31885362444233","399000","3282000"
"","4.91508234035531","399000","3283000"
"","8.46421782082719","399000","3284000"
"","11.6354694897812","399000","3285000"
"","9.14853202456492","399000","3286000"
"","6.73728706921671","399000","3287000"
"","9.55422204600478","399000","3288000"
"","11.1969394301683","399000","3289000"
"","8.5339094890338","399000","3290000"
"","3.46996095194553","399000","3291000"
"","3.66275812080349","4e+05","3274000"
"","5.94598979729576","4e+05","3275000"
"","8.03822771069021","4e+05","3276000"
"","6.55818228360036","4e+05","3277000"
"","9.45196964916484","4e+05","3278000"
"","11.0299092237571","4e+05","3279000"
"","9.74046422278812","4e+05","3280000"
"","8.79153004370322","4e+05","3281000"
"","7.6883507282851","4e+05","3282000"
"","11.4527126841287","4e+05","3283000"
"","12.8879279016995","4e+05","3284000"
"","11.8234425159761","4e+05","3285000"
"","7.69889687774083","4e+05","3286000"
"","7.3610397950985","4e+05","3287000"
"","11.6025609009821","4e+05","3288000"
"","12.0482521013771","4e+05","3289000"
"","7.29850815990771","4e+05","3290000"
"","5.57925701955657","4e+05","3291000"
"","6.74470399887899","401000","3274000"
"","8.28608444442742","401000","3275000"
"","9.3988773004095","401000","3276000"
"","10.3110716398486","401000","3277000"
"","10.4783931556494","401000","3278000"
"","8.44309292144314","401000","3279000"
"","5.47437509778209","401000","3280000"
"","11.6428054306229","401000","3281000"
"","7.93307812313078","401000","3282000"
"","9.49638019756814","401000","3283000"
"","9.56548708675495","401000","3284000"
"","11.7508729972706","401000","3285000"
"","8.25194826556901","401000","3286000"
"","7.14298653016184","401000","3287000"
"","8.58930397789661","401000","3288000"
"","9.31305020201168","401000","3289000"
"","7.4786462494204","401000","3290000"
"","2.27323390666866","401000","3291000"
"","2.75949441873902","402000","3274000"
"","4.22667620305869","402000","3275000"
"","8.20885292660737","402000","3276000"
"","10.9133345362722","402000","3277000"
"","3.41366949357798","402000","3278000"
"","0.27943952377872","402000","3279000"
"","0.184415355875355","402000","3280000"
"","5.63557949445716","402000","3281000"
"","6.387841127153","402000","3282000"
"","6.28036966986546","402000","3283000"
"","8.63515672763348","402000","3284000"
"","8.41449719261019","402000","3285000"
"","11.8484569355669","402000","3286000"
"","5.2115085834378","402000","3287000"
"","2.11463585288393","402000","3288000"
"","2.81282610318498","402000","3289000"
"","2.13119815483237","402000","3290000"
"","1.40245416751703","402000","3291000"
"","5.36621985371248","403000","3274000"
"","1.66939863052142","403000","3275000"
"","7.49805862262994","403000","3276000"
"","5.47468315744802","403000","3277000"
"","0.536744758008625","403000","3278000"
"","0.0593903186264896","403000","3279000"
"","0.355924522008206","403000","3280000"
"","6.84676422699312","403000","3281000"
"","4.21771068552887","403000","3282000"
"","6.33430404841518","403000","3283000"
"","6.83053348748776","403000","3284000"
"","8.50708957316401","403000","3285000"
"","5.60919813479683","403000","3286000"
"","5.50172499727655","403000","3287000"
"","6.44627669614322","403000","3288000"
"","6.80548558028736","403000","3289000"
"","6.78222531223998","403000","3290000"
"","4.5693721385625","403000","3291000"
"","6.40149470378038","404000","3274000"
"","6.84214339033349","404000","3275000"
"","7.84135716492031","404000","3276000"
"","6.48934737513647","404000","3277000"
"","2.79704402759055","404000","3278000"
"","5.04417946772435","404000","3279000"
"","7.9776515923157","404000","3280000"
"","9.65956535434136","404000","3281000"
"","7.05208819271846","404000","3282000"
"","6.71423156475673","404000","3283000"
"","8.82839923304063","404000","3284000"
"","7.82011847545276","404000","3285000"
"","7.01487772325565","404000","3286000"
"","8.01602848106361","404000","3287000"
"","5.77075404135744","404000","3288000"
"","7.16110034959393","404000","3289000"
"","5.63145574413387","404000","3290000"
"","6.15516075388537","404000","3291000"
"","4.72728237835287","404000","3292000"
"","3.92908327911294","405000","3274000"
"","5.82614279127124","405000","3275000"
"","6.38735295756564","405000","3276000"
"","5.69248650255642","405000","3277000"
"","5.31465376091203","405000","3278000"
"","6.61241763226549","405000","3279000"
"","7.95607127234152","405000","3280000"
"","8.3908203626267","405000","3281000"
"","6.57359537292241","405000","3282000"
"","6.49365004503633","405000","3283000"
"","6.8115567573426","405000","3284000"
"","4.58320376766919","405000","3285000"
"","0.189971145762134","405000","3286000"
"","5.06000237717218","405000","3287000"
"","5.57754055578161","405000","3288000"
"","5.27761838195259","405000","3289000"
"","4.47980764987194","405000","3290000"
"","5.03944537695937","405000","3291000"
"","6.36040451242765","405000","3292000"
"","6.28671094871471","405000","3293000"
"","5.00847679942919","406000","3275000"
"","8.81411378383886","406000","3276000"
"","6.21624673724931","406000","3277000"
"","4.06841180699068","406000","3278000"
"","5.96763718680317","406000","3279000"
"","6.13066775314129","406000","3280000"
"","6.90320258599882","406000","3281000"
"","6.6349359117438","406000","3282000"
"","7.26317124803302","406000","3283000"
"","6.32927553877916","406000","3284000"
"","8.44708280119763","406000","3285000"
"","8.48928882992636","406000","3286000"
"","10.4715180663608","406000","3287000"
"","4.21600278540172","406000","3288000"
"","5.26486913205622","406000","3289000"
"","6.28050443009296","406000","3290000"
"","7.38239519486043","406000","3291000"
"","6.79780610295956","406000","3292000"
"","6.45298371124297","406000","3293000"
"","3.06330810435208","407000","3278000"
"","7.38220416824378","407000","3279000"
"","5.62209665427427","407000","3280000"
"","4.85993951143697","407000","3281000"
"","5.84908520909941","407000","3282000"
"","7.00297698361698","407000","3283000"
"","5.32356193120953","407000","3284000"
"","9.05222907762508","407000","3285000"
"","8.9348177804262","407000","3286000"
"","8.49668134055309","407000","3287000"
"","7.3236188271052","407000","3288000"
"","6.78755278847431","407000","3289000"
"","8.06696553969196","407000","3290000"
"","7.20953286873147","407000","3291000"
"","4.92620450599045","407000","3292000"
"","3.06461166566201","407000","3293000"
"","4.40076273822334","408000","3278000"
"","6.25146966112613","408000","3279000"
"","6.3147756286593","408000","3280000"
"","6.24461960999368","408000","3281000"
"","6.38931598712033","408000","3282000"
"","7.4454232337541","408000","3283000"
"","5.33248547029835","408000","3284000"
"","7.31612574665318","408000","3285000"
"","7.17518873993102","408000","3286000"
"","5.00129680774556","408000","3287000"
"","6.62037068219173","408000","3288000"
"","5.78666498735024","408000","3289000"
"","1.99741641512135","408000","3290000"
"","5.552895324385","408000","3291000"
"","7.66765001124861","408000","3292000"
"","7.11674361423809","408000","3293000"
"","2.82402962127264","409000","3278000"
"","3.77017267547406","409000","3279000"
"","5.19072444373527","409000","3280000"
"","6.41623895639732","409000","3281000"
"","4.9824295284123","409000","3282000"
"","8.50898631995427","409000","3283000"
"","5.78151182081627","409000","3284000"
"","7.32024510614784","409000","3285000"
"","2.5417062984297","409000","3286000"
"","3.61666423911087","409000","3287000"
"","6.75031439319621","409000","3288000"
"","4.25227675493754","409000","3289000"
"","4.65900155593054","409000","3290000"
"","4.29969335028565","409000","3291000"
"","6.17655999149964","410000","3278000"
"","4.36974672222721","410000","3279000"
"","3.84743580378359","410000","3280000"
"","5.09889827573048","410000","3281000"
"","5.73789633149696","410000","3282000"
"","8.62011946745955","410000","3283000"
"","6.62355198575438","410000","3284000"
"","4.29624134376346","410000","3285000"
"","0.460539733947888","410000","3286000"
"","0.75177953421128","410000","3287000"
"","4.43915676497361","410000","3288000"
"","2.13907394165269","410000","3289000"
"","2.80289295057946","410000","3290000"
"","0.104715024296432","410000","3291000"
"","7.30893953070659","411000","3278000"
"","7.93819053864596","411000","3279000"
"","4.29797554369672","411000","3280000"
"","5.36219577976472","411000","3281000"
"","6.15875536237096","411000","3282000"
"","7.6341092393829","411000","3283000"
"","7.12855878545827","411000","3284000"
"","9.04507967933386","411000","3285000"
"","3.63532724756413","412000","3278000"
"","1.85559338097393","412000","3279000"
"","3.89189657309746","412000","3280000"
"","2.31250789521802","412000","3281000"
"","3.85509105036884","412000","3282000"
"","4.57491953386733","412000","3283000"
"","8.40136405737786","412000","3284000"
"","9.12588129028761","412000","3285000"
"","4.50140213974409","413000","3281000"
"","5.60043440480567","413000","3282000"
